,Geography,Geographic Area Name,Total population,Male,Female,Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Median age (years),18 years and over,21 years and over,65 years and over,One race,Two or more races,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some other race,Hispanic or Latino (of any race),Not Hispanic or Latino,Total housing units_x,YEAR,Total households,Households with one or more people under 18 years,Households with one or more people 65 years and over,Average household size,Males 15 years and over,"Never married, Males 15 years and over","Now married, except separated, Males 15 years and over","Separated, Males 15 years and over","Widowed, Males 15 years and over","Divorced, Males 15 years and over",Females 15 years and over,"Never married, Females 15 years and over","Now married, except separated, Females 15 years and over","Separated, Females 15 years and over","Widowed, Females 15 years and over","Divorced, Females 15 years and over",Population 3 years and over enrolled in school,Population 25 years and over,Less than 9th grade,"9th to 12th grade, no diploma",High school graduate (includes equivalency),"Some college, no degree",Associate's degree,Bachelor's degree,Graduate or professional degree,Native,Foreign born,Language other than English,Population 16 years and over,In labor force,Civilian labor force,Employed,Unemployed,Armed Forces,Not in labor force,Civilian employed population 16 years and over,"Management, business, science, and arts occupations",Service occupations,Sales and office occupations,"Natural resources, construction, and maintenance occupations","Production, transportation, and material moving occupations",Median family income (dollars),Mean family income (dollars),Per capita income (dollars),Civilian noninstitutionalized population,With health insurance coverage,With private health insurance,With public coverage,No health insurance coverage,Total housing units_y,Occupied housing units,Vacant housing units,Homeowner vacancy rate,Rental vacancy rate,Median rooms,"Median (dollars), Value",Owner-occupied units,Housing units with a mortgage,Housing units without a mortgage,"Median (dollars), Rent",No rent paid
427,0400000US46,South Dakota,870638,438946,431692,60399,60537,59382,57557,60370,114371,101565,99049,59317,56557,80657,40794,20083,37.0,656530,620333,141534,847801,22837,755070,23899,90422,15897,1402,8387,33024,837614,392215,2019,344397,103460,97026,2.43,346770,118214,180390,3355,9342,35469,343550,93376,177065,4064,31441,37604,215557,572393,17046,30195,173079,120919,66074,113870,51210,838627,32011,51929,679043,462290,459627,443891,15736,2663,216753,443891,161150,77331,96031,47416,61963,75168,92017,30773,853256,772529,619525,262680,80727,392215,344397,47818,1.2,6.7,5.8,167100,233607,129836,103771,747,7945
428,0400000US46,South Dakota,879336,442948,436388,60019,61397,60099,58367,59210,115220,104341,97114,58634,58104,85511,40911,20409,37.2,663589,627737,146831,849316,30020,762967,25975,91221,16062,1651,13440,36088,843248,396817,2020,347878,103238,101065,2.43,350626,120653,180913,3204,8963,36893,347195,95669,177691,3959,31198,38678,216402,580244,16290,28880,175340,122222,67521,116400,53591,844425,34911,53519,686885,466573,463888,447607,16281,2685,220312,447607,167058,75120,95212,48535,61682,77042,94036,31415,861933,779526,625442,264927,82407,396817,347878,48939,1.2,6.8,5.8,174600,236495,130179,106316,761,8150
429,0400000US46,South Dakota,881785,446461,435324,59538,62223,61727,59943,58119,113476,107033,96062,57430,59450,88456,39629,18699,37.1,663087,626786,146784,843266,38519,764992,27202,91514,16983,1718,20378,37618,844167,391857,2021,345779,102237,101724,2.46,353021,122580,180905,3356,9037,37143,345276,96380,176741,3987,29602,38566,217474,580235,15591,27737,174791,119838,68241,119331,54706,848080,33705,52466,686625,466180,463198,448357,14841,2982,220445,448357,168836,75598,93895,47708,62320,81756,100838,33468,865054,782108,627779,263471,82946,391857,345779,46078,1.0,6.5,5.9,187800,236677,129892,106785,809,8021
430,0400000US47,Tennessee,6353226,3097568,3255658,406033,410421,421634,431820,432428,827734,857058,917466,413841,373372,492409,269423,99587,38.0,4859390,4592474,861419,6243299,109927,5083044,1108307,59631,112230,5840,101085,288582,6064644,2811854,2012,2468841,795399,613250,2.51,2464478,764090,1304166,49127,65347,281748,2650660,668047,1282790,68358,270954,360511,1584447,4250890,266331,419059,1401231,901089,264506,644834,353840,6064180,289046,389694,5030090,3137286,3120089,2815491,304598,17197,1892804,2815491,933619,474974,720766,264367,421765,54737,71757,24294,6251368,5383616,4102168,2018136,867752,2811854,2468841,343013,2.4,9.3,5.6,138700,1687700,1062395,625305,726,67069
431,0400000US47,Tennessee,6451365,3143195,3308170,402121,413268,423990,424724,451019,839987,847371,909110,431703,389854,535098,279985,103135,38.3,4958891,4690100,918218,6328703,122662,5140348,1137823,62318,122390,7889,111571,309828,6141537,2839142,2013,2475195,792503,630573,2.52,2488361,779963,1300363,49924,67689,290422,2675319,684281,1284906,70561,270493,365078,1590507,4292718,259857,410057,1419730,907130,272396,657028,366520,6105996,296391,397545,5078433,3140665,3123630,2806948,316682,17035,1937768,2806948,940208,476481,715642,256594,418023,54779,72143,24409,6300636,5412829,4075311,2081050,887807,2821797,2475195,346602,2.3,8.9,5.6,139200,1677205,1046360,630845,742,69290
432,0400000US47,Tennessee,6402387,3120796,3281591,403431,411772,423504,428201,442761,832087,851537,915529,423043,382586,512510,273853,101573,38.2,4909634,4641720,887936,6289144,113243,5110537,1124111,59620,116393,6286,106071,300159,6102228,2821797,2014,2487349,788274,650042,2.53,2510764,797037,1302066,49638,70152,291871,2701222,702764,1287311,71382,270144,369621,1595882,4336243,253923,398852,1434294,911486,280171,676462,381055,6146570,304795,408585,5125250,3149077,3132714,2835895,296819,16363,1976173,2835895,952162,482800,713960,254514,432459,55459,73630,24811,6350480,5485606,4099575,2139286,864874,2839142,2487349,351793,2.2,8.2,5.6,139900,1669953,1028691,641262,757,69434
433,0400000US47,Tennessee,6548009,3191977,3356032,402160,416244,422117,420756,459392,861200,840617,897798,444258,399018,584549,292526,107374,38.5,5053084,4789978,984449,6414799,133210,5218121,1163162,64236,132015,8900,103505,327345,6220664,2873478,2015,2504556,787528,672729,2.53,2535873,813236,1308384,49032,71494,293727,2724668,718986,1292376,70834,269613,372859,1590303,4380036,246828,389310,1445466,918673,287483,696512,395764,6184623,314992,419348,5174955,3172519,3155039,2888742,266297,17480,2002436,2888742,975846,490921,718654,255715,447606,56110,74677,25227,6397431,5578318,4146190,2196491,819113,2854542,2504556,349986,2.0,7.6,5.6,142100,1672329,1020828,651501,764,68681
434,0400000US47,Tennessee,6499615,3167756,3331859,400804,414859,423411,422111,458394,849018,843510,903220,440202,393761,559199,284658,106468,38.4,5006729,4742132,950325,6370855,128760,5177822,1150035,62985,127361,8649,110209,320090,6179525,2854542,2016,2522204,787970,695530,2.54,2559112,827030,1314619,49797,72893,294773,2748376,734758,1299565,70586,267575,375892,1584716,4427340,237663,382885,1451602,931093,301681,712781,409635,6232690,315319,420128,5222438,3193436,3175503,2937131,238372,17933,2029002,2937131,999560,497980,722927,259734,456930,57747,77112,26019,6445597,5687677,4207985,2264887,757920,2873478,2522204,351274,2.0,7.2,5.6,146000,1673043,1011470,661573,782,68958
435,0400000US47,Tennessee,6651089,3243678,3407411,403591,412789,427445,424822,451736,893011,838176,890255,448270,415781,625727,306901,112585,38.7,5149695,4889932,1045213,6508955,142134,5295618,1188326,61836,142769,10319,103797,352402,6298687,2930530,2017,2547194,789370,715063,2.53,2583388,840285,1327202,49767,74295,291839,2772578,747930,1315878,69300,267147,372323,1577392,4478450,228179,375345,1461364,934347,312442,738613,428160,6270427,326954,432026,5270257,3225549,3207366,2996610,210756,18183,2044708,2996610,1029674,509260,725297,264251,468128,60217,80742,27277,6494451,5788161,4266161,2322101,706290,2903199,2547194,356005,1.8,7.0,5.6,151700,1688565,1010943,677622,808,67551
436,0400000US47,Tennessee,6597381,3217073,3380308,402578,414561,424276,422264,455252,877784,838663,895003,447341,406303,605154,297881,110321,38.6,5099734,4840006,1013356,6459880,137501,5257173,1174901,62812,138243,9681,101420,340063,6257318,2903199,2018,2567061,790381,736206,2.53,2608864,857483,1333795,50308,76392,290886,2798400,762867,1324041,68071,266958,376463,1574474,4530706,219600,370670,1467848,942609,323928,762299,443752,6317027,334062,443331,5321857,3257398,3239353,3047809,191544,18045,2064459,3047809,1059099,517862,687380,267582,515886,63096,84434,28511,6547663,5886791,4330447,2375977,660872,2930530,2567061,363469,1.7,7.0,5.6,158600,1701159,1012457,688702,841,64684
437,0400000US47,Tennessee,6709356,3273278,3436078,406438,409742,431071,426461,448251,911745,838241,886806,451211,424266,643414,317040,114670,38.7,5204436,4943950,1075124,6561820,147536,5339234,1200241,62201,148955,10017,106398,364174,6345182,2963486,2019,2597292,791295,757691,2.52,2635669,872415,1344481,49048,77647,292078,2826436,774812,1339905,64355,269117,378247,1568653,4587393,210732,364396,1472003,951755,334362,789448,464697,6365194,344162,452723,5377153,3301501,3282671,3109872,172799,18830,2075652,3109872,1099119,526074,688739,273342,522598,66242,88501,29859,6602261,5962705,4386203,2405627,639556,2963486,2597292,366194,1.6,7.1,5.6,167200,1722247,1019481,702766,869,64721
438,0400000US47,Tennessee,6772268,3304462,3467806,406986,407267,435892,426381,445895,931845,843668,880349,453526,432895,662653,324028,120883,38.8,5264378,5002457,1107564,6573280,198988,5380206,1214063,62889,155558,10542,159431,377162,6395106,2996127,2020,2639455,797961,783076,2.51,2665244,885313,1360340,48477,79043,292071,2856879,789885,1354316,60292,269352,383034,1560968,4649847,196509,351224,1479648,964332,349162,826947,482025,6424882,347386,459651,5437242,3343918,3324691,3147330,177361,19227,2093324,3147330,1141044,520798,686381,274115,524992,68793,91215,30869,6664134,6014822,4447644,2430232,649312,2996127,2639455,356672,1.4,6.8,5.7,177600,1756534,1036398,720136,897,66295
439,0400000US47,Tennessee,6859497,3362099,3497398,405867,415626,447531,438290,443703,937154,862987,885621,458189,446339,683206,324326,110658,38.8,5325254,5058420,1118190,6597904,261593,5441228,1229561,70338,162434,12067,221464,395967,6463530,3011124,2021,2664791,799608,797527,2.52,2713115,907651,1376987,47682,82097,298698,2877358,809821,1353545,60237,269727,384028,1578546,4708480,189020,340142,1485813,968644,357650,859255,507956,6494097,365400,477381,5504783,3399281,3380708,3201140,179568,18573,2105502,3201140,1184226,521652,684644,276831,533787,73248,97441,32908,6756567,6076473,4500298,2447597,680094,3011124,2664791,346333,1.2,6.7,5.7,193700,1783274,1050699,732575,951,63844
440,0400000US48,Texas,25208897,12509812,12699085,1928842,1921140,1876594,1878407,1838866,3623225,3479610,3413900,1417568,1195355,1495256,829289,310845,33.6,18359568,17212855,2635390,24654554,554343,19148301,3159377,294259,1108204,40467,2045870,9479670,15729227,9978137,2012,8782598,3401269,1855212,2.80,9585646,3274803,4998673,208861,210780,892529,9896675,2727945,4830266,321713,812793,1203958,7135279,15765048,1521564,1509625,3986617,3592978,1014456,2761112,1378696,21109883,4099014,8058615,19110058,12507191,12401364,11440956,960408,105827,6602867,11440956,3919380,2003418,2880468,1282484,1355206,60621,81437,25809,24723454,19026868,14504075,6568811,5696586,9978137,8782598,1195539,2.1,9.6,5.3,128000,5609007,3504586,2104421,834,185043
441,0400000US48,Texas,26092033,12949685,13142348,1940753,1976991,1936129,1891849,1919581,3766749,3556741,3451540,1519812,1282131,1649502,870036,330219,33.9,19101945,17938130,2849757,25471731,620302,20027796,3316582,308557,1227992,48295,1824370,9962643,16129390,10187189,2013,8886471,3416037,1921511,2.82,9769112,3374368,5050994,214944,214809,913997,10074466,2824151,4870826,326554,821216,1231719,7257378,16080307,1516977,1511267,4070700,3654061,1041307,2850532,1435463,21451443,4187930,8233251,19468136,12691031,12589173,11569041,1020132,101858,6777105,11569041,4001463,2053025,2878221,1274423,1361909,61066,82269,26019,25158370,19412065,14611199,6870028,5746305,10070703,8886471,1184232,2.0,9.2,5.3,128900,5623552,3460178,2163374,851,186207
442,0400000US48,Texas,25639373,12729156,12910217,1934973,1954747,1906075,1884547,1878724,3690303,3510980,3435096,1469598,1237984,1568590,848059,319697,33.8,18714465,17559844,2736346,25049047,590326,19580511,3236369,304987,1163272,43401,1938336,9717727,15921646,10070703,2014,9013582,3435841,1994112,2.83,9961996,3470721,5112023,217565,222739,938948,10276164,2921611,4934944,327290,828135,1264184,7366632,16426730,1519482,1505854,4145289,3726610,1079891,2948330,1501274,21795085,4296948,8432791,19858082,12889163,12791590,11809010,982580,97573,6968919,11809010,4119155,2098129,2904186,1291458,1396082,61958,83936,26513,25613334,20002426,14964342,7141799,5610908,10187189,9013582,1173607,1.8,8.5,5.3,131400,5652542,3423338,2229204,870,186628
443,0400000US48,Texas,26956435,13379165,13577270,1970686,2012405,1984186,1926342,1977688,3915774,3642463,3471589,1600143,1358592,1828562,915785,352220,34.2,19823959,18647094,3096567,26283035,673400,20750895,3474270,328743,1352928,48675,1721788,10413150,16543285,10441643,2015,9149196,3460310,2068854,2.84,10155914,3569322,5185188,216555,226513,958336,10472410,3017494,5004411,327218,838538,1284749,7438819,16765143,1524313,1503584,4220317,3774658,1119055,3054382,1568834,22139534,4399080,8614120,20241168,13101788,13006330,12094262,912068,95458,7139380,12094262,4246418,2137635,2950995,1314287,1444927,62717,85545,26999,26062431,20698446,15483381,7363320,5363985,10305607,9149196,1156411,1.7,7.8,5.3,136000,5693770,3396286,2297484,882,186636
444,0400000US48,Texas,26538614,13171316,13367298,1951305,2001014,1957971,1908468,1954713,3840350,3602462,3465858,1560704,1327537,1737257,890652,340323,34.1,19479604,18306485,2968232,25885552,653062,20431817,3390604,321654,1295773,48556,1747949,10196367,16342247,10305607,2016,9289554,3493763,2154328,2.84,10335185,3659177,5264304,216264,233919,961521,10653973,3105383,5077636,323930,846184,1300840,7488362,17085128,1519768,1496184,4286126,3821713,1160660,3158468,1642209,22462090,4494345,8793654,20599223,13312277,13219523,12371392,848131,92754,7286946,12371392,4382313,2185662,2988311,1342559,1472547,64585,88231,27828,26478868,21364057,16019590,7560008,5114811,10441643,9289554,1152089,1.6,7.6,5.3,142700,5747458,3389912,2357546,911,188893
445,0400000US48,Texas,27885195,13849775,14035420,1998869,2028151,2057414,1987192,1998210,4094297,3767582,3511040,1658878,1445748,2000715,971168,365931,34.4,20592509,19396905,3337814,27154696,730499,21349883,3646877,342419,1507792,56073,1766423,10921556,16963639,10769900,2017,9430419,3530159,2234753,2.84,10542438,3753223,5369143,211867,239414,968791,10852558,3187209,5181762,322104,850549,1310934,7550309,17454431,1513995,1491909,4372430,3857193,1208509,3288777,1721618,22797217,4622395,8981907,20998008,13565038,13473957,12689069,784888,91081,7432970,12689069,4551929,2221181,3038408,1370630,1506921,67344,91977,28985,26943687,22026776,16587602,7710086,4916911,10611386,9430419,1180967,1.6,7.6,5.4,151500,5851046,3412335,2438711,952,184194
446,0400000US48,Texas,27419612,13616977,13802635,1981850,2026889,2015877,1956315,1984250,4002129,3705119,3494999,1633721,1402557,1915612,940462,359832,34.3,20206495,19023882,3215906,26717611,702001,21061897,3554499,334224,1425845,53596,1742947,10673909,16745703,10611386,2018,9553046,3542083,2316951,2.86,10745493,3869618,5436335,210160,244318,985062,11055268,3292269,5256376,320120,860881,1325622,7626437,17815359,1506111,1487321,4448881,3892527,1261050,3409836,1809633,23148503,4736692,9197508,21394120,13818331,13728630,12985624,743006,89701,7575789,12985624,4705124,2262117,2925929,1407656,1684798,70423,96001,30143,27417645,22652748,17101346,7873672,4764897,10769900,9553046,1216854,1.6,7.7,5.4,161700,5917771,3421912,2495859,998,184922
447,0400000US48,Texas,28260856,14034009,14226847,1999803,2024009,2090590,2017644,1997256,4154182,3823085,3526243,1673637,1491880,2081849,1004810,375868,34.6,20922411,19710791,3462527,27499445,761411,21558096,3727750,349927,1565746,60565,1817627,11116881,17143975,10937026,2019,9691647,3560763,2400548,2.85,10914876,3952196,5505636,208867,250858,997319,11231578,3376556,5326436,315003,871104,1342479,7681758,18131554,1482952,1475007,4525099,3918815,1309005,3534714,1885962,23446218,4814638,9313242,21736238,14055852,13962458,13253631,708827,93394,7680386,13253631,4867492,2288826,2937388,1433389,1726536,73349,99605,31277,27792957,23001793,17397969,7966660,4791164,10937026,9691647,1245379,1.6,7.8,5.4,172500,6004802,3447105,2557697,1045,184016
448,0400000US48,Texas,28635442,14221720,14413722,1997007,2016752,2130618,2040331,2000883,4210488,3888044,3542967,1702570,1512413,2166863,1019395,407111,34.8,21253960,20041449,3593369,26637358,1998084,21681317,3834846,370697,1656166,60744,3124393,11294257,17341185,11112975,2020,9906070,3607393,2505690,2.83,11086192,4024004,5598718,202092,254246,1007132,11404873,3462319,5401987,305028,874538,1361001,7719304,18449851,1444382,1440352,4559034,3974299,1369606,3671085,1991093,23812490,4822952,9349344,22078090,14309066,14214242,13461358,752884,94824,7769024,13461358,5084326,2280631,2954834,1419995,1721572,76073,102456,32177,28169961,23292892,17679410,8045715,4877069,11112975,9906070,1206905,1.4,7.8,5.4,187200,6168808,3503079,2665729,1082,179280
449,0400000US48,Texas,28862581,14398171,14464410,1959223,2041691,2176838,2083480,1981880,4180029,3979307,3575796,1707087,1556452,2233217,1003614,383967,35.0,21416405,20202923,3620798,25710496,3152085,21574802,3902797,428337,1705370,63037,4475828,11479932,17382649,11433880,2021,10239341,3707603,2584587,2.76,11242916,4034500,5748811,198684,252874,1008047,11441913,3474696,5482161,292674,849444,1342938,7752643,18619469,1422360,1403821,4563619,3956030,1402444,3791665,2079530,23958412,4904169,9442575,22261181,14492816,14390216,13618630,771586,102600,7768365,13618630,5245369,2262556,2927917,1429514,1753274,80498,107893,34255,28410863,23415482,17765148,8109464,4995381,11433880,10239341,1194539,1.3,7.6,5.4,202600,6391061,3640097,2750964,1146,180821
450,0400000US49,Utah,2766233,1389986,1376247,260218,247412,229653,219322,231485,441778,336026,305957,134231,108223,139850,81677,30401,29.3,1899143,1765134,251928,2702901,63332,2523292,42542,47142,77546,36570,106909,357893,2408340,979848,2012,880873,376882,174773,3.09,1011281,318557,582702,12212,16538,81272,1017669,263954,573443,17735,59279,103258,901938,1578143,49653,98107,376840,434957,147401,317521,153664,2537344,228889,361005,1984562,1368252,1361725,1265221,96504,6527,616310,1265221,453972,197241,340288,121042,152678,66014,81435,23794,2737627,2332706,2032708,540010,404921,979848,880873,98975,1.9,5.8,6.3,217800,620475,456936,163539,839,12875
451,0400000US49,Utah,2858111,1436648,1421463,257214,254193,243107,221784,239085,442765,360589,306341,142506,118856,154578,84816,32277,29.9,1969166,1837154,271671,2787648,70463,2579312,45289,49027,85052,39273,136265,379454,2478657,999734,2013,886770,379327,180530,3.12,1030352,327323,588900,13044,17091,83994,1035668,270469,579740,19177,60639,105643,921482,1610602,49513,97839,380031,444913,150873,327448,159985,2582304,231369,366502,2021139,1382365,1377158,1275709,101449,5207,638774,1275709,463266,200229,339710,118446,154058,66646,82055,23873,2786143,2379723,2053424,568512,406420,988571,886770,101801,1.8,5.9,6.3,212800,621854,454585,167269,856,13518
452,0400000US49,Utah,2813673,1414267,1399406,259342,250896,237415,220600,234818,442796,347960,306060,139234,113139,146955,83050,31408,29.6,1934173,1800937,261413,2747354,66319,2548060,44294,48024,80873,37453,126274,368552,2445121,988571,2014,896194,382714,187088,3.14,1049058,336559,595749,13783,17890,85077,1054539,275072,591201,19104,61510,107652,932268,1642728,49201,98358,382208,453180,156307,336426,167048,2618427,239684,378647,2057591,1399952,1395556,1299818,95738,4396,657639,1299818,475857,202605,342697,118303,160356,67612,83673,24312,2831323,2427769,2087380,586314,403554,999734,896194,103540,1.8,5.7,6.3,212500,624605,452434,172171,875,13581
453,0400000US49,Utah,2948427,1483055,1465372,253964,259551,250857,228269,248683,441468,385777,307996,147470,129050,172376,89384,33582,30.3,2043231,1911018,295342,2870617,77810,2643710,47984,51286,93729,41349,155637,397915,2550512,1024047,2015,906292,384361,194311,3.15,1069186,347266,602205,14351,17788,87576,1074305,281910,599372,19591,62243,111189,942989,1674198,49992,96841,388126,457927,160275,347460,173577,2660578,242801,388418,2096916,1423700,1419516,1337646,81870,4184,673216,1337646,492839,209077,349898,118516,167316,68817,85159,24686,2876833,2496443,2147556,601091,380390,1011099,906292,104807,1.6,5.3,6.3,215900,629584,451582,178002,887,13719
454,0400000US49,Utah,2903379,1459229,1444150,255244,256204,248440,224669,244624,441445,373845,306571,144711,124831,162886,86855,33054,30.1,2005861,1874657,282795,2828624,74755,2612623,46887,50536,90554,40427,144146,389856,2513523,1011099,2016,918367,387719,202578,3.16,1090648,355678,613422,14931,18079,88538,1093407,289935,608005,19851,63210,112406,951611,1707103,49900,94763,393484,461790,166445,358887,181834,2703643,244784,395146,2136930,1451339,1447260,1374146,73114,4079,685591,1374146,511481,212446,360103,120542,169574,71058,88127,25600,2922538,2572238,2213554,616414,350300,1024047,918367,105680,1.5,5.6,6.3,224600,638767,455232,183535,912,13616
455,0400000US49,Utah,3045350,1532768,1512582,252865,261429,257411,237276,254304,449812,410463,312534,149349,139638,190544,94676,35049,30.7,2126301,1991680,320269,2955471,89879,2713400,52703,54797,103138,44632,175001,422123,2623227,1066131,2017,938365,391666,210062,3.14,1111605,363056,626656,13753,18551,89589,1114410,294951,622958,19181,64022,113298,958707,1743090,49768,93698,397812,466394,168267,375297,191854,2745783,248158,404933,2179088,1480657,1476528,1412214,64314,4129,698431,1412214,532350,217383,363406,123757,175318,74287,92425,26907,2967868,2646042,2281858,626752,321826,1046597,938365,108232,1.4,5.6,6.4,238300,653429,462984,190445,948,13601
456,0400000US49,Utah,2993941,1506614,1487327,254014,260897,253015,231802,251123,444931,398090,309683,147904,135387,181190,91294,34611,30.5,2082530,1950363,307095,2910658,83283,2675612,49844,52230,97530,43235,166831,409311,2584630,1046597,2018,957619,395617,218835,3.13,1136416,374415,639119,14105,19110,89667,1137229,303970,633547,19299,64612,115801,972456,1782065,49534,93826,407324,464955,173766,391237,201423,2788790,256560,424493,2224253,1514938,1510998,1452040,58958,3940,709315,1452040,553507,221902,354315,127485,194831,77732,96935,28239,3019579,2717818,2349674,638355,301761,1066131,957619,108512,1.3,5.6,6.4,256700,668985,472593,196392,988,13098
457,0400000US49,Utah,3096848,1558868,1537980,250885,261845,260447,243211,256408,456750,422088,316980,149571,144714,200001,98253,35695,30.8,2173265,2033945,333949,3002812,94036,2762082,55472,55633,107058,46028,174064,434832,2662016,1087112,2019,977313,398837,227629,3.12,1161658,384739,652187,13966,19613,91153,1162013,316694,643095,18268,65326,118630,984917,1824052,48701,92099,416545,469224,176978,410803,209702,2834997,261851,439650,2273074,1557215,1552893,1497354,55539,4322,715859,1497354,583047,228073,356348,132442,197444,81525,101666,29775,3070877,2781865,2409755,648505,289012,1087112,977313,109799,1.1,6.0,6.4,279100,685699,483747,201952,1037,12625
458,0400000US49,Utah,3151239,1586950,1564289,248602,262299,263035,248689,260142,464837,432559,323393,152927,145746,210044,102727,36239,31.1,2223670,2081406,349010,3017588,133651,2807476,59239,56640,112368,49428,212643,446067,2705172,1110369,2020,1003345,403279,240130,3.09,1189511,394657,667796,13520,20077,93461,1187792,326409,657806,17309,64915,121353,992124,1868472,45753,85957,425180,476967,186545,429936,218134,2886701,264538,443615,2325169,1600462,1595452,1537623,57829,5010,724707,1537623,610399,229595,364464,135295,197870,84590,105348,30986,3124563,2844130,2464525,664208,280433,1110369,1003345,107024,0.9,5.9,6.4,305400,707663,496265,211398,1090,12169
459,0400000US49,Utah,3231370,1633843,1597527,245639,266567,272709,259821,264774,470489,449006,337187,155436,151574,220564,101510,36094,31.3,2285307,2137630,358168,3049012,182358,2875805,63920,64425,118986,52444,256769,465832,2765538,1133558,2021,1033651,410822,246815,3.08,1230604,413021,687650,13326,20779,95828,1215851,341517,670520,16113,64673,123028,1015636,1921860,47665,84838,435611,482895,189992,450953,229906,2957936,273434,460999,2391727,1653818,1648313,1590143,58170,5505,737909,1590143,642509,233263,366163,141730,206478,90665,113800,33378,3205178,2917062,2526451,677907,288116,1133558,1033651,99907,0.7,5.7,6.4,339700,729074,511505,217569,1171,12031
460,0400000US50,Vermont,625498,308429,317069,31675,34418,37461,46183,44180,69615,78661,101123,49148,40973,50297,29411,12353,41.7,497194,464283,92061,613867,11631,607526,9128,7515,10617,411,2555,9452,616046,322243,2012,256830,73115,65210,2.34,254907,85148,133217,2775,5872,27895,267037,72750,132496,3806,23396,34589,155362,431581,13008,24740,134734,74319,37156,89459,58165,600213,25285,31277,513968,350996,350410,327499,22911,586,162972,327499,130363,56372,72676,34177,33911,67274,82508,28846,619339,572476,430680,226688,46863,322243,256830,65413,1.8,5.8,5.6,215800,182744,122413,60331,864,5184
461,0400000US50,Vermont,626358,308506,317852,30738,33940,36644,45186,44855,70790,74775,96695,50453,43804,55892,29707,12879,42.2,501347,469481,98478,614166,12192,607016,9893,7680,11346,754,2571,10226,616132,324332,2013,257004,71606,67422,2.34,255692,87124,131933,2910,5996,27729,267771,73686,132629,3803,22842,34811,153287,433401,13023,24298,133370,74867,36977,91084,59782,600314,25590,31035,515484,348495,347896,324350,23546,599,166989,324350,129476,56970,71214,33078,33612,68111,83752,29167,619732,574185,424451,234325,45547,322915,257004,65911,1.8,5.6,5.6,216800,182537,120485,62052,875,4886
462,0400000US50,Vermont,625904,308544,317360,31237,34213,36991,45658,44404,70261,76617,99123,49813,42509,53084,29562,12432,42.0,499262,466752,95078,613653,12251,607696,9604,7666,10954,443,2447,9803,616101,322915,2014,257252,70652,69858,2.34,256277,87314,131463,2983,6044,28473,268759,74910,132254,3762,22830,35003,152182,434995,12630,23725,133021,75982,36509,92347,60781,600178,26180,31272,517411,347486,346979,325336,21643,507,169925,325336,129846,56975,70848,33400,34267,68787,85013,29535,620279,579005,422852,242075,41274,324332,257252,67080,1.8,4.9,5.6,216200,182417,118560,63857,889,4820
463,0400000US50,Vermont,626249,308711,317538,30359,33409,34881,44470,45826,71749,71959,91643,50183,45577,62328,30145,13720,42.6,504558,472861,106193,614080,12169,604449,10504,8202,12537,686,2859,10900,615349,326812,2015,257167,69621,72694,2.34,257060,88138,131177,2897,5986,28862,269747,75555,131893,3621,23131,35547,151852,436657,12537,23248,131270,76003,36581,94705,62313,599948,26656,32258,519139,346162,345689,326732,18957,473,172977,326732,132097,56783,69830,33072,34950,70027,86245,29894,620457,584299,424576,246854,36158,325174,257167,68007,2.0,4.3,5.6,217500,182584,117218,65366,895,4864
464,0400000US50,Vermont,626604,308573,318031,30395,33411,35991,45025,45125,71279,73341,94401,50513,44850,58953,30123,13197,42.4,503333,471339,102273,614435,12169,606073,10233,7935,11992,636,2612,10691,615913,325174,2016,257107,68757,75717,2.34,257836,88955,130324,2987,6441,29129,269764,75903,130180,3446,23774,36461,149328,437304,12153,23287,130654,75531,37454,94823,63402,598694,27555,33140,520197,344730,344324,327237,17087,406,175467,327237,131979,56784,70598,32565,35311,71465,88340,30663,620216,587407,423267,251397,32809,326812,257107,69705,1.8,4.2,5.6,218900,181461,115802,65659,913,4743
465,0400000US50,Vermont,624977,307973,317004,29676,32524,33950,43222,45910,72814,70550,86301,49272,47208,68256,31606,13688,42.9,506631,474963,113550,612899,12078,600911,11345,8169,13755,770,2839,11677,613300,333013,2017,258535,67446,78099,2.32,257778,88383,131093,2778,6751,28773,269554,75347,131192,3111,23022,36882,146742,437900,11232,22651,129511,76013,37351,95590,65552,596423,28213,33161,520031,342645,342233,327264,14969,412,177386,327264,133214,56862,69563,32723,34902,74068,91891,31917,618703,589214,421770,256523,29489,331106,258535,72571,1.7,4.1,5.5,220600,182321,115058,67263,945,4698
466,0400000US50,Vermont,624636,308026,316610,29829,33012,34463,43438,45994,71987,70958,89138,49628,46638,65301,30801,13449,42.8,504856,473662,109551,612575,12061,601838,11193,8178,12798,744,2658,11183,613453,331106,2018,259589,67156,80817,2.31,258333,88869,130940,2685,7060,28779,270494,75778,131095,2961,23406,37254,146071,439695,10187,22520,128172,77197,37513,97034,67072,595985,28992,34207,521723,343168,342620,328742,13878,548,178555,328742,137010,56285,65406,32386,37655,77193,95100,33238,618896,593534,425733,258210,25362,333013,259589,73424,1.7,4.1,5.6,223700,183570,115541,68029,972,4706
