state,year,total_pop,civilian_noninst_pop,male,female,age_under_5,age_5_9,age_10_14,age_15_19,age_20-24,age_25_34,age_35_44,age_35_54,age_55_59,age_60_64,age_65_74,age_75_84,age_over_85,median_age,race_one,race_twomore,race_white,race_black,race_ai_an,race_asian,race_island,race_others,race_hisp,race_nhisp,native,Foreign_born,other_lang,pop_over16
Virginia,2020,8509358,8234323,4186543,4322815,508122,512328,531849,552067,573043,1180909,1110409,1122875,579377,524034,780233,385680,148432,38.4,8103572,405786,6000367,1800436,89497,691449,19326,352288,810770,7698588,7440869,1068489,1311593,6849454
Virginia,2021,8582479,8282997,4245281,4337198,501494,518860,546960,561964,570680,1175445,1136245,1119597,583198,539436,803270,381237,144093,38.5,8079139,503340,6024697,1826176,101008,705351,19226,456621,840248,7742231,7505560,1076919,1330361,6903607
Washington,2012,6738714,8357984,3360046,3378668,437979,427964,437837,457294,470171,939478,912264,980838,450507,387162,464796,258085,114339,37.2,6427398,311316,5581728,325390,195431,604176,69258,305835,754366,5984348,5861833,876881,1145332,5345975
Washington,2013,6899123,6628521,3443508,3455615,443807,436666,441813,447691,483342,978547,912504,964381,466693,415188,523311,262529,122651,37.4,6560160,338963,5690993,348690,204599,653753,77396,299862,809998,6089125,5921488,898091,1182849,5416136
Washington,2014,6819579,6711488,3401539,3418040,441534,435093,438454,451990,477368,958136,911601,972381,458465,403238,493031,260041,118247,37.3,6495108,324471,5636879,336990,199587,627759,74403,302818,783693,6035886,5978429,920694,1213196,5488038
Washington,2015,7073146,6792627,3529431,3543715,447143,448647,441255,441557,490320,1020046,923126,952858,480303,435049,590229,276831,125782,37.6,6695443,377703,5803653,370996,212011,705221,82547,318482,854275,6218871,6047893,937571,1236189,5568640
Washington,2016,6985464,6878854,3487725,3497739,445803,442202,441411,442662,491948,1001129,916060,956715,473425,425793,555399,268942,123975,37.4,6624759,360705,5751893,360719,206860,680356,80406,305039,835488,6149976,6115961,957185,1259340,5647697
Washington,2017,7294336,6967768,3645665,3648671,453008,462578,447295,444352,485160,1086195,956356,944254,487173,454466,650487,294553,128459,37.6,6877541,416795,5917199,397656,218255,777405,87987,359337,911573,6382763,6183452,986515,1283676,5734852
Washington,2018,7169967,7063032,3580888,3589079,448145,456291,442413,441695,485368,1050215,937825,949448,484838,444689,619386,282777,126877,37.6,6775234,394733,5851108,382792,216062,738309,84927,336625,882108,6287859,6273355,1020981,1326476,5843155
Washington,2019,7404107,7187395,3703301,3700806,454364,465038,453597,446480,483004,1116817,977689,938794,486024,464627,679924,309016,128733,37.7,6970721,433386,5966505,410999,219642,812035,93739,383431,937579,6466528,6347573,1056534,1370439,5941281
Washington,2020,7512465,7293096,3759007,3753458,454612,466264,461832,448114,481872,1146696,1003698,933227,481184,474362,707093,315840,137671,37.8,6980489,531976,6007728,425653,223318,854617,94943,493238,971522,6540943,6422805,1089660,1409817,6038812
Washington,2021,7617364,7397932,3831964,3785400,449543,473106,479107,458844,478112,1152156,1044100,939276,480723,484625,732246,314679,130847,37.9,6961770,655594,6071221,440529,237274,888309,99061,604365,1007881,6609483,6500835,1116529,1454210,6120915
West Virginia,2012,1850481,7502835,911142,939339,104141,104345,110726,119506,119489,219555,237094,272960,137862,125451,164894,98197,36261,41.3,1815781,34700,1770036,72993,21224,16371,1139,5549,22026,1828455,1825250,25231,41537,1508549
West Virginia,2013,1853881,1820798,914580,939301,103044,105796,108408,114769,123250,219567,233375,263350,140326,130371,175725,98022,37878,41.6,1816960,36921,1770553,75920,20726,17500,1612,6952,24061,1829820,1827278,26341,42260,1512388
West Virginia,2014,1853619,1824020,913201,940418,103607,104752,109686,117142,121840,219486,235469,268438,140033,128197,169620,98092,37257,41.5,1817651,35968,1771808,73966,22087,16396,1336,6198,23285,1830334,1826341,27540,41537,1513749
West Virginia,2015,1846092,1824283,912270,933822,101908,105109,106914,111633,123410,218633,228148,252328,137566,132319,190104,98631,39389,41.9,1812366,33726,1756930,79041,18238,18835,1714,7406,26247,1819845,1823055,28365,42941,1512183
West Virginia,2016,1851420,1822400,913631,937789,102759,105197,107958,113505,123883,218370,231198,257855,138616,132773,182542,98105,38659,41.8,1815231,36189,1766068,78166,19768,17879,1537,6195,25408,1826012,1817184,28908,42655,1509212
West Virginia,2017,1829054,1817156,904196,924858,99291,102100,107044,110333,118202,216248,222762,242752,132236,133367,202712,101860,40147,42.4,1796915,32139,1734493,84775,13129,19937,1500,9620,27522,1801532,1807265,29578,42667,1503051
West Virginia,2018,1836843,1807983,907621,929222,101045,103690,106697,110575,121171,216829,225425,247043,135068,132974,196401,100401,39524,42.2,1805043,31800,1744312,82959,14195,18820,1430,9103,27021,1809822,1799414,29640,42864,1499244
West Virginia,2019,1817305,1800270,898578,918727,97540,101143,106153,109332,115710,214116,220301,238533,128759,133604,208258,103186,40670,42.5,1785170,32135,1721765,85538,12682,19794,1778,10070,28368,1788937,1787134,30171,44578,1491316
West Virginia,2020,1807426,1788475,893743,913683,95692,99993,105766,108625,113481,214471,217159,233673,126218,132102,213587,106236,40423,42.7,1763666,43760,1713884,84768,13391,20784,1735,19184,28679,1778747,1777842,29584,42731,1485332
West Virginia,2021,1801049,1778080,896723,904326,93223,100375,108080,110523,110934,210924,218005,232672,124666,132772,217726,102538,38611,42.6,1745586,55463,1711296,83969,15656,20195,2138,26519,30196,1770853,1772185,28864,42184,1478714
Wisconsin,2012,5687219,1773559,2822271,2864948,355308,366652,376608,399788,388572,719728,727364,866941,387507,315089,405090,262023,116549,38.5,5577909,109310,5061126,400392,87952,151788,4235,98041,335208,5352011,5422799,264420,456376,4512525
Wisconsin,2013,5724692,5609422,2842050,2882642,347284,365842,375173,391968,393430,727998,703763,847881,404117,343237,439787,261421,122791,38.8,5603916,120776,5074139,410877,92365,163023,4815,109017,355292,5369400,5440380,266491,462381,4537877
Wisconsin,2014,5706871,5630579,2832906,2873965,351295,367123,375398,395303,389937,724823,713866,859715,397212,329946,421552,260860,119841,38.7,5591318,115553,5071669,406484,90452,156993,4401,100829,345866,5361005,5456268,268424,463952,4561244
Wisconsin,2015,5754798,5649703,2859055,2895743,340319,365329,370673,384551,402674,728926,692081,815403,417308,362314,484655,264148,126417,39.1,5628875,125923,5076147,418639,93303,175007,5528,121328,371205,5383593,5468728,273389,468561,4583931
Wisconsin,2016,5742117,5668363,2851385,2890732,344395,366040,372498,387817,398248,729281,696989,833275,410478,354899,461073,263030,124094,39,5619387,122730,5078473,415117,92606,169762,5409,111985,364558,5377559,5477560,277238,470836,4603725
Wisconsin,2017,5778394,5681891,2872376,2906018,335920,357753,370491,381105,402236,729904,694344,777676,424779,379491,527368,271312,126015,39.3,5642404,135990,5070544,431044,92282,189998,6161,133766,385779,5392615,5481826,281391,470501,4618274
Wisconsin,2018,5763217,5691138,2864115,2899102,337472,361656,370200,382117,403956,728204,692455,797083,422835,370515,505120,265453,126151,39.2,5632126,131091,5070425,425683,92241,181039,6063,128733,380590,5382627,5491013,287381,474489,4639447
Wisconsin,2019,5790716,5706206,2879894,2910822,333184,354128,369044,379887,398768,731484,699809,757597,424986,388258,550150,277926,125495,39.5,5652144,138572,5073556,434778,92283,194286,6554,137081,394392,5396324,5500994,289722,477058,4659582
Wisconsin,2020,5806975,5718951,2889783,2917192,331066,350727,368898,377618,396548,735559,706143,738449,429759,389409,573737,275833,133229,39.6,5612411,194564,5076630,441868,93288,203052,6653,192379,408267,5398708,5515788,291187,475226,4682533
Wisconsin,2021,5871661,5735703,2937621,2934040,329324,353613,379887,387828,393324,735155,728714,732579,427743,406416,599187,274164,123727,39.6,5612184,259477,5138945,450846,97998,208336,7224,241951,424598,5447063,5576596,295065,477656,4731836
Wyoming,2012,562803,5802929,286644,276159,39192,37327,36193,38505,40490,76767,67663,82596,41856,31842,39813,21854,8705,36.9,547358,15445,527866,7017,21980,6153,819,14944,50313,512490,544823,17980,35847,442182
Wyoming,2013,575251,553168,293467,281784,38932,38374,37663,37463,41721,80624,68930,78030,42754,35537,43430,22691,9102,36.8,559733,15518,537092,9185,21911,7546,1179,14830,54181,521070,551552,18582,36169,448295
Wyoming,2014,570134,560397,291223,278911,39409,38160,36820,38168,41048,78908,68586,80373,42726,33535,41307,22051,9043,36.8,554293,15841,533312,8060,22216,6824,807,15369,52454,517680,555915,19336,36987,453096
Wyoming,2015,583029,565737,297691,285338,37967,40250,38635,36900,42215,81662,70703,73360,41352,39278,47851,23227,9629,36.8,567498,15531,546173,10117,21137,8206,1399,12603,56386,526643,559074,20605,38682,456640
Wyoming,2016,579679,570198,295561,284118,38645,38717,38488,36935,42622,81282,69550,75577,42523,37340,45719,23089,9192,36.8,564190,15489,542374,9773,21235,7665,1357,13931,55698,523981,562317,20712,39655,459198
Wyoming,2017,581836,573538,296979,284857,37270,39680,38940,36734,39921,80389,71531,68957,40523,40114,52876,25287,9614,37.3,566257,15579,546808,9555,21716,8222,1307,11278,56966,524870,562481,20719,39683,459782
Wyoming,2018,583200,573470,298301,284899,37457,40669,38297,36824,41336,81398,71088,70920,41627,39345,50406,24025,9808,37,567883,15317,546576,9902,21061,8590,1346,12582,56681,526519,561560,20276,39725,458979
Wyoming,2019,581024,571923,296202,284822,36541,39162,38772,36721,39312,79874,71806,67571,40283,39520,55440,26118,9904,37.7,565503,15521,545772,9770,21089,8996,1486,10966,57341,523683,561042,19982,40253,459282
Wyoming,2020,581348,571021,296280,285068,35436,38926,38556,36630,38981,78548,73356,66350,39328,39671,58514,27054,9998,38,558630,22718,547044,10732,20414,9194,1624,17273,58854,522494,562074,19274,37976,461417
Wyoming,2021,576641,571005,295204,281437,34262,37814,39782,37649,36972,75736,74849,65218,38554,39265,60497,26240,9803,38.2,548204,28437,538720,10089,21142,9452,1427,26387,59185,517456,556981,19660,37140,457128
,,,567043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
