state,year,total_pop,civilian_noninst_pop,male,female,age_under_5,age_5_9,age_10_14,age_15_19,age_20-24,age_25_34,age_35_44,age_35_54,age_55_59,age_60_64,age_65_74,age_75_84,age_over_85,median_age,race_one,race_twomore,race_white,race_black,race_ai_an,race_asian,race_island,race_others,race_hisp,race_nhisp,native,Foreign_born,other_lang,pop_over16
Hawaii,2021,1453498,1365172,732172,721326,87767,86980,88005,79517,90807,202540,188445,175158,92283,93207,155654,73914,39221,39.6,1098484,355014,615223,53159,34910,818123,382273,57997,158741,1294757,1188757,264741,353663,1174511
Idaho,2012,1567803,1395191,785954,781849,119601,118922,117966,115001,110141,208468,192581,207097,96415,84935,111154,60858,24664,34.7,1528623,39180,1482663,15737,36899,29822,5146,39332,175512,1392291,1473789,94014,149961,1188341
Idaho,2013,1599464,1547099,801678,797786,116313,120403,122181,113931,111149,211998,195275,203261,99448,92104,124095,63653,25653,35.2,1559908,39556,1505872,16826,37880,32636,4763,43698,186374,1413090,1489560,93804,153033,1201999
Idaho,2014,1583364,1562894,793708,789656,117755,119789,120310,114302,110262,210302,193411,205534,98039,89126,117207,62232,25095,34.9,1543905,39459,1492989,16289,37448,30736,4887,42981,180901,1402463,1503829,95635,157509,1216172
Idaho,2015,1635483,1579140,819845,815638,114063,122595,123175,116334,111710,214278,200434,199784,101826,97938,139140,67595,26611,35.7,1593433,42050,1532734,17717,39372,34787,5269,50615,195589,1439894,1518659,97888,159244,1232564
Idaho,2016,1616547,1595824,810464,806083,114833,122344,122409,114521,111692,212383,198014,201469,101094,94974,131389,65695,25730,35.5,1575321,41226,1522014,17547,37946,34237,4791,44051,191314,1425233,1537747,97736,161598,1251275
Idaho,2017,1687809,1614714,845564,842245,114164,123365,126996,120633,113385,220206,209204,199059,105507,101489,153600,72416,27785,36.1,1641217,46592,1570866,19911,40617,38865,7128,60920,209073,1478736,1558918,98457,165414,1271362
Idaho,2018,1657375,1636345,830627,826748,114112,122893,125020,117877,112160,216102,204514,198911,103638,99699,146059,69240,27150,35.9,1613461,43914,1548967,18840,39543,36059,6490,54823,201978,1455397,1586813,100996,169194,1298537
Idaho,2019,1717750,1666375,861025,856725,114361,124020,127418,121785,114610,224974,214214,200024,107070,104385,160197,76577,28115,36.4,1667181,50569,1593096,20453,42129,40745,7719,68326,215476,1502274,1615307,102443,174285,1327132
Idaho,2020,1754367,1696068,879763,874604,114332,123732,129697,124202,117060,229648,221846,201309,108611,106186,168577,80234,28933,36.6,1679271,75096,1623030,21346,43642,42595,7587,96253,222967,1531400,1651346,103021,177198,1360062
Idaho,2021,1811617,1732106,912529,899088,114969,126381,136714,130056,118300,235303,233188,207825,111218,110565,178019,80285,28794,36.8,1708307,103310,1667757,22668,47870,44783,7831,130858,234561,1577056,1707261,104356,182771,1405245
Illinois,2012,12823860,1789734,6291373,6532487,832930,856381,874587,918175,881840,1774620,1730297,1854809,808306,669571,860161,527019,235164,36.6,12573233,250627,9515574,1968892,80552,668032,10006,846689,2027384,10796476,11055555,1768305,2660959,10079433
Illinois,2013,12868747,12641685,6313324,6555423,810671,846832,863760,892754,894175,1781319,1699140,1823332,845726,714755,924083,527254,244946,37,12590855,277892,9568223,1969600,90478,711564,13213,811352,2095495,10773252,11073828,1774726,2684946,10124119
Illinois,2014,12848554,12668117,6304099,6544455,820771,851781,871816,906761,887686,1778128,1711098,1842487,825663,695505,890539,524605,241714,36.8,12582852,265702,9548707,1969934,85129,687615,11928,828186,2060706,10787848,11081821,1786926,2710796,10170489
Illinois,2015,12851684,12690056,6310460,6541224,790205,829477,850325,865659,897734,1780279,1672366,1768455,863294,749793,1000237,535327,248533,37.4,12551462,300222,9527064,1968530,95706,748729,13854,818644,2136474,10715210,11070074,1803687,2740314,10201787
Illinois,2016,12873761,12694224,6316899,6556862,801195,839359,856765,879516,896748,1781564,1688662,1799314,857228,735422,960789,531936,245263,37.3,12584224,289537,9558427,1972360,92173,735368,13375,810571,2122841,10750920,11060116,1791568,2732710,10206768
Illinois,2017,12821497,12671738,6295915,6525582,776957,802346,836956,847578,875317,1779301,1652053,1706539,868764,780783,1079625,561726,253552,37.9,12503084,318413,9463835,1959970,98170,795139,14558,830985,2174842,10646655,11053668,1800858,2756231,10237883
Illinois,2018,12854526,12674162,6312600,6541926,785560,815494,843048,855867,888478,1782100,1661674,1739014,868658,766701,1045472,549583,252877,37.7,12543129,311397,9504111,1965118,97789,770806,14348,835636,2162070,10692456,11023780,1797717,2770163,10234674
Illinois,2019,12770631,12643207,6272172,6498459,767193,788135,830433,837707,860864,1770290,1644531,1672220,863073,793651,1113365,574441,254728,38.1,12442185,328446,9419129,1955309,101063,808038,15026,825708,2186387,10584244,10973669,1796962,2779838,10215498
Illinois,2020,12716164,12591483,6247083,6469081,755518,768804,829779,831088,844275,1763829,1638700,1636992,864033,792720,1146641,573017,270768,38.3,12176612,539552,9367474,1957092,104386,828847,16535,1013633,2190696,10525468,10943097,1773067,2752983,10193604
Illinois,2021,12821813,12536614,6332176,6489637,745681,781334,846355,850104,833461,1751542,1676721,1640483,869497,813900,1190287,567251,255197,38.5,12072713,749100,9393994,1979083,130460,847986,16337,1246150,2250076,10571737,11018479,1803334,2806902,10275978
Indiana,2012,6485530,12646857,3192018,3293512,431230,442708,451912,473350,457192,828795,843805,937244,419561,352258,457066,277922,112487,37,6348903,136627,5625415,649779,57575,125572,4056,167231,389094,6096436,6187567,297963,487481,5067379
Indiana,2013,6542411,6384930,3220649,3321762,424056,445854,449429,463664,471589,835979,830943,918682,438937,374490,492028,276158,120602,37.2,6401274,141137,5647820,669293,55933,140816,5469,171866,411536,6130875,6206801,308060,498949,5099339
Indiana,2014,6514861,6414808,3206295,3308566,427452,445453,449848,468392,464838,831532,836606,929430,430771,363809,473582,275562,117586,37.1,6378159,136702,5635276,659242,56883,132428,4802,170698,400788,6114073,6229726,312685,503841,5131317
Indiana,2015,6589578,6442787,3245322,3344256,420024,443005,446516,459078,481268,845708,822044,891285,448208,392119,535846,280246,124231,37.4,6443262,146316,5668710,686078,52854,157549,6699,172009,429522,6160056,6252277,316368,511286,5160786
Indiana,2016,6568645,6468964,3235263,3333382,420939,441865,451474,461816,476278,840667,827439,905564,445707,383765,512828,277241,123062,37.3,6423044,145601,5661699,678881,54186,149198,5974,172970,421206,6147439,6265210,324368,517167,5185793
Indiana,2017,6637426,6490256,3271068,3366358,418299,437254,446006,458348,477704,856932,821714,864555,448932,411619,577695,291994,126374,37.6,6475131,162295,5696787,708540,51256,177411,7863,167163,450267,6187159,6280758,333660,523471,5216340
Indiana,2018,6614418,6515358,3258279,3356139,418329,440339,446271,458738,481290,849743,821580,877806,451103,400651,557797,284157,126614,37.5,6460980,153438,5687667,696710,51026,166675,7197,167008,441968,6172450,6295511,341915,532935,5243518
Indiana,2019,6665703,6538540,3284846,3380857,418685,432282,448714,460179,475350,866437,820001,852467,448146,419854,597215,300064,126309,37.7,6495992,169711,5708819,720476,52429,186237,7631,169619,461850,6203853,6315781,349922,546635,5273902
Indiana,2020,6696893,6566575,3300350,3396543,418127,432745,447994,458933,472914,877159,824338,840289,451408,422160,615936,298401,136489,37.8,6474302,222591,5718307,735826,52448,195087,7169,222083,475475,6221418,6341055,355838,550508,5306367
Indiana,2021,6751340,6597701,3344360,3406980,415542,435910,462360,471419,464895,878932,843453,838946,450414,431922,636561,293573,127413,37.9,6463387,287953,5753102,749882,59943,203251,7964,280827,494408,6256932,6385583,365757,566814,5343229
Iowa,2012,3047646,6655804,1507335,1540311,198875,200624,201194,217622,215702,382625,366342,435145,202207,171866,226947,154738,73759,38,2991601,56045,2846133,113518,29127,64532,2912,51283,151027,2896619,2915316,132330,202887,2405664
Iowa,2013,3078116,3001335,1526116,1552000,196675,203636,202629,214364,221870,389330,363234,422481,208213,185706,240304,153423,76251,38,3019895,58221,2867604,123064,27805,71725,3622,46479,163110,2915006,2925492,137061,207588,2420102
Iowa,2014,3062553,3016863,1516152,1546401,197610,202133,201997,216113,217981,386455,363229,430040,206351,178920,232799,153334,75591,38.1,3004324,58229,2857663,118326,27977,66819,3096,50660,157711,2904842,2934406,143710,212784,2434242
Iowa,2015,3106589,3033245,1542988,1563601,196868,204844,203643,215024,227370,391277,364624,406148,211948,194062,259860,153198,77723,38,3045295,61294,2881780,133938,25590,80648,4195,45138,172707,2933882,2947159,146367,215629,2447401
Iowa,2016,3093526,3049107,1534595,1558931,196570,204837,203159,214539,225077,389904,363791,414940,210063,190878,249287,153362,77119,38.1,3032562,60964,2877408,127485,26907,76330,3729,46232,168230,2925296,2955422,151167,218352,2459591
Iowa,2017,3132499,3062954,1554481,1578018,197430,204026,206158,214740,228772,393533,371017,389588,213388,200535,279689,156706,76917,38.1,3066729,65770,2888739,144373,27462,91193,5384,44647,183296,2949203,2961623,156479,223419,2470612
Iowa,2018,3118102,3074216,1548035,1570067,196485,205125,204737,215037,228804,391056,367237,397965,213480,197150,269334,153914,77778,38.1,3055368,62734,2882463,139653,26239,85899,4917,44943,178294,2939808,2970627,161872,234065,2484354
Iowa,2019,3139508,3088842,1558536,1580972,196427,203492,206175,213547,227082,395064,375627,380420,212305,203847,290141,158199,77182,38.2,3072923,66585,2887990,149977,27712,92564,6346,45149,188311,2951197,2973069,166439,243408,2492793
Iowa,2020,3150011,3096125,1564436,1585575,195462,202924,207247,212565,226949,396791,381270,372676,212619,204107,300610,157434,79357,38.3,3057032,92979,2894547,156107,28277,97896,6346,64824,194407,2955604,2979686,170325,247344,2504540
Iowa,2021,3179090,3106492,1590001,1589089,194570,204850,215162,219617,225007,394731,392662,371831,210808,209310,313218,153189,74135,38.3,3055325,123765,2912885,162585,32815,100176,6994,94966,203048,2976042,3005226,173864,255274,2523649
Kansas,2012,2851183,3138332,1414881,1436302,202762,201354,198785,203758,206445,376319,348662,402410,182140,150280,192328,126111,59829,36,2762488,88695,2514124,202415,61477,83116,3893,80559,298636,2552547,2664659,186524,288507,2208363
Kansas,2013,2882946,2791851,1433243,1449703,202749,204229,199552,202736,211786,384162,345769,386309,189148,161447,207466,126343,61250,36,2787916,95030,2543583,208418,62190,89848,4656,76727,316141,2566805,2677007,191100,293918,2222215
Kansas,2014,2868107,2808883,1425049,1443058,202761,202977,200367,203366,208626,381456,346176,393937,186044,156145,199791,125261,61200,36,2775632,92475,2531971,204720,62579,86473,4252,77332,308122,2559985,2687052,195894,298625,2236421
Kansas,2015,2898292,2824176,1441912,1456380,198915,202836,200652,201440,215954,384327,345603,370189,193876,168973,226565,127315,61647,36.2,2802262,96030,2556975,210276,60659,95785,5019,72762,327739,2570553,2692705,200282,304369,2247842
Kansas,2016,2892987,2833872,1439862,1453125,200720,202503,201467,202699,215900,385319,345802,377705,192013,164564,216059,127281,60955,36,2797622,95365,2551542,209987,61363,93239,5063,74298,323218,2569769,2697523,200769,305392,2255916
Kansas,2017,2908776,2839352,1449413,1459363,194202,201400,200793,200544,217162,383220,350391,353237,192663,177387,245020,130787,61970,36.5,2807732,101044,2553447,214553,62167,103141,5952,78091,340616,2568160,2700040,203780,310871,2264633
Kansas,2018,2903820,2843739,1445980,1457840,196826,204193,198652,200120,217288,383984,348347,360925,193073,174139,235841,128388,62044,36.3,2805405,98415,2556135,211369,61431,99696,5329,75666,334860,2568960,2702093,206683,316812,2272565
Kansas,2019,2910652,2849329,1450697,1459955,191113,199946,200771,201044,215499,382955,353313,345213,190973,180498,254325,132595,62407,36.7,2810095,100557,2548529,214879,61423,105946,6138,81647,345680,2564972,2702807,207845,322588,2278846
Kansas,2020,2912619,2851091,1451919,1460700,188853,198299,199871,199839,213767,382380,357316,337998,190126,183253,263359,130837,66721,36.9,2772574,140045,2548409,216216,62955,110231,6655,119043,351602,2561017,2708590,204029,317558,2285921
Kansas,2021,2932099,2853649,1468152,1463947,185276,202756,204148,206145,211823,377981,366623,337255,187614,188450,273373,128191,62464,37,2752643,179456,2556974,220038,67761,112323,6372,161254,362053,2570046,2727023,205076,323217,2299477
Kentucky,2012,4340167,2875459,2134355,2205812,280640,280790,286821,294459,295161,563435,579116,636266,289702,250700,329574,182531,70972,38,4265787,74380,3892200,381051,30653,60920,4056,50256,131039,4209128,4200381,139786,196783,3433526
Kentucky,2013,4383272,4251528,2156251,2227021,277776,282464,287413,288814,307096,566093,568453,626850,300567,263250,354219,186171,74106,38.3,4296645,86627,3925179,395025,31838,68047,4634,50623,139636,4243636,4217644,143689,202638,3454107
Kentucky,2014,4361333,4273751,2145986,2215347,278866,282577,287359,290705,301247,564269,572542,633063,294971,257859,341140,184435,72300,38.2,4280810,80523,3909074,387077,31444,64402,4089,51037,136340,4224993,4235463,147809,205697,3476701
Kentucky,2015,4411989,4296790,2172745,2239244,274525,281090,286886,288980,310435,566828,560760,611789,305925,271771,384692,192551,75757,38.6,4319152,92837,3944886,404697,32447,73037,5077,50405,146945,4265044,4246321,151032,210072,3493098
Kentucky,2016,4397353,4312238,2164208,2233145,276451,282564,286215,287643,309264,565949,564344,619749,303308,268891,369111,188466,75398,38.5,4306517,90836,3935181,400648,32682,70726,4768,50247,143481,4253872,4257846,154143,213861,3511065
Kentucky,2017,4440204,4327357,2186715,2253489,274440,280088,284645,290396,306631,574635,554481,594104,309964,279311,411700,202345,77464,38.7,4340378,99826,3959155,413151,33986,80974,5954,53065,158744,4281460,4263674,160702,220387,3526066
Kentucky,2018,4424376,4340343,2179025,2245351,274140,281151,284907,288717,309262,569513,557561,602145,309030,275244,398816,197081,76809,38.6,4328073,96303,3951483,409706,33175,76807,5284,50462,152072,4272304,4273094,167110,228118,3542792
Kentucky,2019,4449052,4357195,2190922,2258130,274592,275466,287352,290236,302313,577567,553430,584789,306498,286671,424404,209419,76315,38.9,4348767,100285,3961628,418010,33033,83733,6300,53367,162994,4286058,4277073,171979,235110,3553869
Kentucky,2020,4461952,4366510,2196522,2265430,273575,275013,287569,289726,301578,581856,552563,575248,305841,289055,437282,214258,78388,39,4337236,124716,3965298,425351,32270,88096,5425,76626,167949,4294003,4285629,176323,238933,3567512
Kentucky,2021,4494141,4379339,2223783,2270358,270859,279548,295536,296028,298606,581740,560926,573036,308608,294403,450280,209934,74637,39,4335263,158878,3992085,433820,38815,90545,6910,101442,174359,4319782,4312297,181844,247065,3588209
Louisiana,2012,4529605,4416344,2215673,2313932,313009,306753,306632,321042,341871,623555,568717,647813,290868,246851,315611,179546,67337,35.9,4459621,69984,2916994,1486329,56217,83478,3926,59121,192582,4337023,4362369,167236,365884,3542555
Louisiana,2013,4601049,4425335,2250251,2350798,311324,310980,308692,310477,348748,648991,566690,633627,307155,260558,340124,183669,70014,36,4523240,77809,2957247,1517588,58933,89547,3952,59557,210524,4390525,4391969,175999,368300,3577960
Louisiana,2014,4567968,4463986,2234939,2333029,312075,310624,307090,315135,345231,639108,566092,641812,299502,253796,327199,181797,68507,36,4492789,75179,2938816,1502364,57306,86498,4347,60982,202145,4365823,4419407,181642,369719,3610029
Louisiana,2015,4645670,4497703,2271684,2373986,309257,312804,307531,306102,343997,666210,569307,610677,312753,273307,371899,188842,72984,36.2,4560511,85159,2983369,1539681,59221,93947,3905,60615,223408,4422262,4440417,184836,366051,3634163
Louisiana,2016,4625253,4522122,2261156,2364097,309966,313513,307533,306642,347558,657818,567501,623114,310296,268643,354872,186401,71396,36.1,4541376,83877,2974719,1528695,59279,92981,4273,58349,218263,4406990,4458090,187580,360177,3654913
Louisiana,2017,4663616,4542312,2279968,2383648,309339,309094,306416,301500,329326,669892,576197,586706,310932,287507,402615,198533,75559,36.6,4572053,91563,2981723,1553061,59153,96581,4489,70509,234920,4428696,4469806,193655,361157,3674007
Louisiana,2018,4663461,4559572,2281239,2382222,310431,312736,305492,303450,339283,671295,571858,599607,312481,280980,388168,193008,74672,36.4,4575938,87523,2986478,1548868,59074,96274,3777,66482,231708,4431753,4470411,193205,352519,3677980
Louisiana,2019,4664362,4559274,2278986,2385376,307435,304505,308857,300322,318090,669213,581554,574271,307592,294505,416721,205263,76034,36.9,4569403,94959,2975619,1556081,59834,98019,4797,75087,239164,4425198,4470156,194206,348596,3682698
Louisiana,2020,4664616,4558894,2276932,2387684,304900,298471,312848,297473,311404,665831,587262,563292,306299,297292,431816,208019,79709,37.2,4538963,125653,2968078,1560682,60705,99667,5036,106611,243372,4421244,4471575,193041,338925,3688107
Louisiana,2021,4657305,4556953,2283561,2373744,297359,300857,318473,301053,305708,647235,601213,555655,309070,298236,443472,200049,78925,37.4,4479664,177641,2965411,1559830,66958,102530,5216,149426,248782,4408523,4461285,196020,335216,3679521
Maine,2012,1329084,4555079,650219,678865,68687,74526,78892,88528,79827,145195,171418,216659,101365,90756,114368,70160,28703,42.8,1305556,23528,1288690,20060,20931,18570,964,4715,17241,1311843,1284935,44149,88061,1089755
Maine,2013,1328535,1314102,649601,678934,66079,73903,76279,84596,79719,148687,162191,209433,105221,95955,125797,70945,29730,43.5,1303293,25242,1286897,21580,21621,19894,904,4383,18592,1309943,1283035,45285,85487,1092849
Maine,2014,1328320,1313789,649600,678720,67176,73724,77907,86518,79714,146492,166321,213749,103590,93508,119858,70301,29462,43.2,1304247,24073,1286979,20577,21484,18978,951,4706,17946,1310374,1281406,47129,85021,1095219
Maine,2015,1329923,1314350,651344,678579,65146,72808,73566,82208,79129,152643,155610,200296,109071,97195,139478,71641,31132,44,1302797,27126,1286400,23322,22284,21262,1202,4150,19772,1310151,1282537,46563,83756,1098075
Maine,2016,1329100,1314824,650081,679019,65406,73217,75100,83352,79248,150573,158678,205211,107196,97011,132405,71370,30333,43.8,1302802,26298,1287149,21999,22021,20520,989,4184,19447,1309653,1282272,47651,81743,1101688
Maine,2017,1332813,1315603,652299,680514,64437,70701,72678,79747,77353,155846,152717,190734,108271,101153,152428,73415,33333,44.6,1303605,29208,1286940,25739,23061,22175,1561,4473,21421,1311392,1282602,47556,79015,1104528
Maine,2018,1330158,1315654,651040,679118,64394,71858,73071,81002,78747,153745,154004,195412,109148,98646,145926,72436,31769,44.3,1302056,28102,1285795,24248,22876,21641,1368,4083,20427,1309731,1284867,47946,79578,1109357
Maine,2019,1335492,1317634,653942,681550,64035,69457,72774,79136,75973,158195,152485,185468,107204,103197,158281,75244,34043,44.7,1305696,29796,1287775,26929,22920,22658,1695,5307,22100,1313392,1287554,47938,77312,1114049
Maine,2020,1340825,1319854,656628,684197,63988,69048,72211,78076,75117,160920,153856,180280,106687,104075,164466,77681,34420,44.8,1303865,36960,1291593,27832,23349,23244,1460,12561,23143,1317682,1292686,48139,76181,1120778
Maine,2021,1357046,1325025,668308,688738,63932,69530,74056,79853,74775,162251,158307,179107,106765,107649,171259,77635,31927,44.7,1310145,46901,1306423,28996,23381,23956,1450,22568,24526,1332520,1307743,49303,76287,1134793
Maryland,2012,5785496,1342021,2798875,2986621,365258,364480,379894,405282,395300,766645,799736,894654,378373,320148,392312,225321,98093,37.9,5632940,152556,3529811,1784111,55790,371571,6951,203625,472285,5313211,4989092,796404,895335,4598714
Maryland,2013,5887776,5686615,2851238,3036538,367111,370782,377415,396418,402857,800861,778690,893639,396076,339870,431518,228287,104252,38.1,5718270,169506,3554988,1828782,57824,402143,8913,222074,515724,5372052,5019550,814749,914305,4645779
Maryland,2014,5834299,5737052,2824531,3009768,366354,367529,378370,401113,398106,783846,785902,896331,385929,332147,411214,226232,101226,38,5672194,162105,3536814,1805712,57992,385448,8211,218242,493310,5340989,5050375,837401,932668,4695768
Maryland,2015,5959902,5793471,2886734,3073168,367551,374401,374976,389754,400581,820592,768457,876960,411506,355074,475899,236615,107536,38.3,5773749,186153,3557592,1868805,61490,424925,10233,242195,550146,5409756,5072734,857804,958830,4737405
Maryland,2016,5930538,5836734,2872643,3057895,367722,371815,377167,392996,402379,813312,774255,887018,404371,348352,453074,231813,106264,38.2,5754886,175652,3558054,1848257,58236,415223,9523,234973,533671,5396867,5085570,874332,984286,4764901
Maryland,2017,6003435,5864892,2910323,3093112,366174,372643,375912,384501,389347,828071,766281,851925,421695,371549,513610,253229,108498,38.6,5804066,199369,3533212,1899666,61519,442435,11689,276562,588912,5414523,5101366,894713,1016077,4800851
Maryland,2018,5996079,5901303,2906277,3089802,366750,373293,376807,387809,395993,827210,768393,868226,419679,362734,496864,243831,108490,38.5,5806478,189601,3546403,1888145,61922,437643,11004,261389,573303,5422776,5099902,903533,1038150,4809210
Maryland,2019,6018848,5907173,2917613,3101235,364868,370687,377378,384327,382580,827944,769605,835312,421635,381834,530437,262287,109954,38.7,5812156,206692,3510791,1916619,61785,449579,12039,298353,606482,5412366,5105961,912887,1072108,4827204
Maryland,2020,6037624,5920779,2925644,3111980,363618,368569,380896,381735,378108,829403,776058,817301,426651,384410,546754,266336,117785,38.8,5766485,271139,3501814,1937445,64146,463308,11335,359884,619418,5418206,5121557,916067,1078783,4846076
Maryland,2021,6148545,5938200,2995146,3153399,363466,377194,396459,394588,376043,829899,805385,820246,432973,402402,569778,266730,113382,38.9,5816770,331775,3519130,1983397,73341,479967,11319,450540,650357,5498188,5202510,946035,1125826,4931565
Massachusetts,2012,6560595,6049675,3174988,3385607,366952,387881,402157,467264,470443,853072,889830,1005361,433285,373271,463633,302782,144664,39.1,6392776,167819,5456897,537235,43253,396596,5985,298390,630406,5930189,5589130,971465,1344871,5320423
Massachusetts,2013,6657291,6479196,3224430,3432861,365403,381739,401105,464830,482868,892534,857249,1003088,457473,392402,509204,298938,150458,39.3,6467024,190267,5492683,568280,45553,433562,8763,311392,681824,5975467,5613350,991708,1367082,5371252
Massachusetts,2014,6605058,6524851,3197502,3407556,366296,386310,399362,464514,477862,872220,869517,1006344,446342,382511,485891,299900,147989,39.2,6424320,180738,5475603,552119,44143,413194,8096,303831,655863,5949195,5639925,1017366,1399828,5427407
Massachusetts,2015,6742143,6578631,3269371,3472772,363610,374138,401226,461145,492027,926099,838510,984781,472463,411465,562591,299231,154857,39.4,6539129,203014,5522528,599429,47859,465476,9509,314493,731739,6010404,5667459,1038127,1427435,5479502
Massachusetts,2016,6705586,6627768,3249650,3455936,365841,378301,400842,462576,487516,910737,848411,996414,468267,401263,534719,296646,154053,39.3,6510909,194677,5505449,583006,45803,451743,8915,318379,707928,5997658,5680682,1061461,1449958,5522235
Massachusetts,2017,6830193,6665525,3313979,3516214,362681,369390,397457,459381,492489,963642,834706,956776,481780,433667,611755,311380,155089,39.4,6614700,215493,5549301,627601,48231,502612,10481,322210,789127,6041066,5692090,1097229,1485497,5576176
Massachusetts,2018,6789319,6713702,3293426,3495893,362855,371193,398770,459799,490166,947078,834956,973034,479483,422234,589388,305023,155340,39.4,6579796,209523,5543089,613063,47956,484099,10583,314350,760177,6029142,5700461,1129732,1525590,5619991
Massachusetts,2019,6850553,6756015,3324207,3526346,361016,365889,395657,456858,489450,973485,836367,938102,484382,442258,633197,317216,156676,39.5,6627518,223035,5543840,643622,48528,516599,10355,325831,809179,6041374,5701644,1148909,1547306,5648105
Massachusetts,2020,6873003,6777468,3335992,3537011,358030,362203,395058,453990,488391,984206,841713,917531,491047,444268,653493,318052,165021,39.6,6544759,328244,5546174,662313,52168,538409,11593,422681,828140,6044863,5714094,1158909,1557098,5678025
Massachusetts,2021,6991852,6800682,3413174,3578678,357943,371837,405900,466649,486655,990623,873396,919430,499884,463504,682920,314284,158827,39.6,6540172,451680,5600435,687742,59748,559246,10685,576287,864202,6127650,5782135,1209717,1615578,5773906
Michigan,2012,9897264,6922305,4855361,5041903,593776,636054,675417,734610,678888,1172711,1280898,1496801,686060,569824,733580,448041,190604,38.8,9662884,234380,8058313,1505521,140127,291586,7660,144656,438398,9458866,9299509,597755,840240,7849558
Michigan,2013,9889024,9782012,4854677,5034347,578977,622670,657095,704179,706269,1178517,1225372,1452255,710287,611323,795071,447599,199410,39.3,9635489,253535,8052886,1508299,143191,312519,8758,135909,457109,9431915,9281858,604237,843256,7865350
Michigan,2014,9886095,9773019,4851302,5034793,585258,628571,666478,718686,692516,1171599,1249627,1476282,700893,590952,763082,446454,195697,39.1,9642127,243968,8055231,1505235,142001,300397,8294,136318,447594,9438501,9278502,610522,845069,7893971
Michigan,2015,9909600,9777157,4869885,5039715,573965,607459,641499,682572,721224,1207592,1188718,1396551,723864,638458,870644,452367,204687,39.5,9637802,271798,8060339,1510824,146067,336081,10076,139513,474381,9435219,9277696,622875,859731,7925988
Michigan,2016,9900571,9789145,4861973,5038598,575786,614020,649853,692063,716184,1190702,1206918,1426007,718937,627236,831394,449692,201779,39.5,9639247,261324,8055451,1509779,144952,325398,9443,136914,467021,9433550,9277118,632482,865075,7953581
Michigan,2017,9957488,9798384,4899118,5058370,572374,596594,630042,669114,717149,1245849,1170300,1345271,722076,667775,943253,471583,206108,39.7,9673770,283718,8073520,1516353,146996,368624,10492,147841,497897,9459591,9272372,653196,877280,7985908
Michigan,2018,9925568,9814714,4880579,5044989,571999,601601,634551,674265,723180,1219595,1176764,1370424,725670,652286,909353,459497,206383,39.6,9646666,278902,8061760,1513487,147777,349903,10425,143893,484568,9441000,9286383,671105,898817,8027949
Michigan,2019,9965265,9847464,4905240,5060025,571094,591065,623334,661499,704793,1267775,1165370,1317258,718008,678726,975417,483853,207073,39.7,9674006,291259,8076554,1519461,147844,377181,10282,147418,507353,9457912,9281068,684197,913795,8049769
Michigan,2020,9973907,9855966,4911965,5061942,568326,584830,620965,653867,692245,1288625,1165587,1288586,711025,687010,1007792,484213,220836,39.8,9597627,376280,8082811,1524001,148080,390937,10109,221817,521203,9452704,9287260,686647,915744,8070619
Michigan,2021,10062512,9866076,4983325,5079187,564817,594919,634193,662727,682724,1299035,1192280,1282178,711087,705496,1046906,478070,208080,39.8,9599143,463369,8147744,1543275,152454,401613,11037,301969,540036,9522476,9365169,697343,939692,8136493
Minnesota,2012,5313081,9959489,2638499,2674582,352455,354669,353328,369657,357122,717533,684783,801742,348686,283610,359092,225687,104717,37.4,5188727,124354,4683362,326934,99449,248189,6030,83047,250025,5063056,4930349,382732,527736,4180087
Minnesota,2013,5383661,5253764,2674354,2709307,349909,358637,355902,362869,357116,735122,671371,785286,369836,307231,392161,229222,108999,37.6,5244643,139018,4712096,351322,102060,269407,7046,91197,264265,5119396,4955703,392037,535373,4212737
Minnesota,2014,5347740,5288893,2655658,2692082,351416,356193,355286,366454,356060,726163,675803,795263,359843,296392,375031,227945,105891,37.6,5215707,132033,4695828,339158,101088,257852,6589,89331,257144,5090596,4980116,403545,548201,4247699
Minnesota,2015,5450868,5325251,2710157,2740711,348800,362804,356907,357492,362731,745041,671116,756460,383313,326799,431660,233134,114611,37.8,5302366,148502,4733097,375691,103345,289804,7448,101105,276026,5174842,5000495,418676,559681,4281141
Minnesota,2016,5419171,5360861,2692166,2727005,349261,361918,355325,360399,359276,740683,670741,772669,377196,318174,410949,231431,111149,37.7,5274945,144226,4726169,362258,103666,281009,6873,94521,270984,5148187,5024177,426691,567840,4311636
Minnesota,2017,5527358,5392571,2751748,2775610,351740,363928,361496,356498,361934,752944,685568,725714,393455,343969,470691,243085,116336,37.9,5369591,157767,4749380,410895,107006,310148,7545,112749,292764,5234594,5042329,448397,583378,4347413
Minnesota,2018,5490726,5432792,2731831,2758895,349962,362905,359707,356614,362933,749397,677599,742604,388942,336345,451386,237556,114776,37.9,5336282,154444,4738516,393789,105477,301292,7558,110487,284649,5206077,5065600,461758,603883,4379008
Minnesota,2019,5563378,5469389,2770873,2792505,351664,363860,364685,357513,358756,756337,697077,708668,393271,352849,490739,252053,115906,38,5397982,165396,4759059,428937,108322,316790,8194,120391,299556,5263822,5090529,472849,621749,4410576
Minnesota,2020,5600166,5505454,2789017,2811149,351104,361714,369207,358262,357441,760033,710985,692277,394447,357120,511127,253939,122510,38.1,5382715,217451,4773429,447354,110783,330738,7593,164911,307675,5292491,5129479,470687,622132,4444556
